game_pk,home_team,away_team,side_team,is_long,venue_id,market_id,market_slug,event_slug,contract_url,scheduled_start_utc,model_probability,market_mid_probability,executable_buy,executable_qty,est_taker_fee_per_contract,total_acquisition_cost_per_contract,expected_net_value_per_contract,max_acceptable_price,min_edge,quote_age_seconds,quote_receive_time_utc,quote_stale,home_starter_status,away_starter_status,home_lineup_status,away_lineup_status,model_version,probability_source,policy_version,policy_hash,validation_status,evidence_verdict,decision_state,actionable,stake_guidance_enabled,permitted_exposure_units,uncertainty_note,pass_reason,rules_hash,fee_version,board_generated_at_utc,demo_fixture
822762,TOR,DET,TOR,False,polymarket_us,800711,aec-mlb-det-tor-2026-09-15,mlb-det-tor-2026-09-15,https://polymarket.us/event/mlb-det-tor-2026-09-15,2026-09-15T23:07:00Z,0.5449288532228528,0.5625,0.565,,0.0147465,0.5797464999999999,-0.03481764677714716,0.5199527399337018,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,b128ba2d2a9bfeef,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
822762,TOR,DET,DET,True,polymarket_us,800711,aec-mlb-det-tor-2026-09-15,mlb-det-tor-2026-09-15,https://polymarket.us/event/mlb-det-tor-2026-09-15,2026-09-15T23:07:00Z,0.4550711467771472,0.4375,0.44,,0.014784000000000002,0.454784,0.00028714677714719583,0.43036211289735327,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,b128ba2d2a9bfeef,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823574,NYM,BAL,NYM,False,polymarket_us,800773,aec-mlb-bal-nym-2026-09-15,mlb-bal-nym-2026-09-15,https://polymarket.us/event/mlb-bal-nym-2026-09-15,2026-09-15T23:10:00Z,0.5233244946476582,0.5475,0.55,,0.014849999999999999,0.5648500000000001,-0.041525505352341896,0.49832466305388795,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,56ed7e528a1cf3a0,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823574,NYM,BAL,BAL,True,polymarket_us,800773,aec-mlb-bal-nym-2026-09-15,mlb-bal-nym-2026-09-15,https://polymarket.us/event/mlb-bal-nym-2026-09-15,2026-09-15T23:10:00Z,0.4766755053523418,0.4525,0.455,,0.0148785,0.46987850000000003,0.0067970053523417895,0.4518148140818583,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,56ed7e528a1cf3a0,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
824627,CHC,ATL,CHC,False,polymarket_us,800768,aec-mlb-atl-chc-2026-09-15,mlb-atl-chc-2026-09-15,https://polymarket.us/event/mlb-atl-chc-2026-09-15,2026-09-15T23:40:00Z,0.5448890502194614,0.5675,0.5700000000000001,,0.014705999999999999,0.5847060000000001,-0.039816949780538624,0.5199128414958465,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,5d891aaf54dc1021,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
824627,CHC,ATL,ATL,True,polymarket_us,800768,aec-mlb-atl-chc-2026-09-15,mlb-atl-chc-2026-09-15,https://polymarket.us/event/mlb-atl-chc-2026-09-15,2026-09-15T23:40:00Z,0.45511094978053857,0.4325,0.435,,0.014746499999999997,0.4497465,0.005364449780538572,0.4304015861342947,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,5d891aaf54dc1021,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823654,MIN,NYY,MIN,False,polymarket_us,800783,aec-mlb-nyy-min-2026-09-15,mlb-nyy-min-2026-09-15,https://polymarket.us/event/mlb-nyy-min-2026-09-15,2026-09-15T23:40:00Z,0.4597845743692852,0.37749999999999995,0.38,,0.014136000000000001,0.394136,0.06564857436928523,0.4350377797736875,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,ab7e9541cc409bf8,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823654,MIN,NYY,NYY,True,polymarket_us,800783,aec-mlb-nyy-min-2026-09-15,mlb-nyy-min-2026-09-15,https://polymarket.us/event/mlb-nyy-min-2026-09-15,2026-09-15T23:40:00Z,0.5402154256307148,0.6225,0.625,,0.014062499999999999,0.6390625,-0.09884707436928519,0.5152293416024527,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,ab7e9541cc409bf8,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823007,STL,SF,STL,False,polymarket_us,800737,aec-mlb-sf-stl-2026-09-15,mlb-sf-stl-2026-09-15,https://polymarket.us/event/mlb-sf-stl-2026-09-15,2026-09-15T23:45:00Z,0.5334206180313944,0.5974999999999999,0.6,,0.0144,0.6144,-0.08097938196860555,0.5084248767452819,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,66dacac0a555dd44,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823007,STL,SF,SF,True,polymarket_us,800737,aec-mlb-sf-stl-2026-09-15,mlb-sf-stl-2026-09-15,https://polymarket.us/event/mlb-sf-stl-2026-09-15,2026-09-15T23:45:00Z,0.4665793819686056,0.4025000000000001,0.405,,0.0144585,0.4194585,0.04712088196860559,0.4417827369526064,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,66dacac0a555dd44,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
822849,TEX,BOS,TEX,False,polymarket_us,800763,aec-mlb-bos-tex-2026-09-15,mlb-bos-tex-2026-09-15,https://polymarket.us/event/mlb-bos-tex-2026-09-15,2026-09-16T00:05:00Z,0.5227056874807091,0.5425,0.5449999999999999,,0.0148785,0.5598785,-0.03717281251929083,0.49770600322697994,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,541ec3c1246bbff3,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
822849,TEX,BOS,BOS,True,polymarket_us,800763,aec-mlb-bos-tex-2026-09-15,mlb-bos-tex-2026-09-15,https://polymarket.us/event/mlb-bos-tex-2026-09-15,2026-09-16T00:05:00Z,0.4772943125192909,0.4575,0.46,,0.014904,0.474904,0.0023903125192908936,0.4524300863215317,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,541ec3c1246bbff3,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
824143,HOU,KC,HOU,False,polymarket_us,800743,aec-mlb-kc-hou-2026-09-15,mlb-kc-hou-2026-09-15,https://polymarket.us/event/mlb-kc-hou-2026-09-15,2026-09-16T00:10:00Z,0.5178371114157558,0.6025,0.605,,0.0143385,0.6193385,-0.10150138858424418,0.4928401871919218,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,50b5db971241272c,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
824143,HOU,KC,KC,True,polymarket_us,800743,aec-mlb-kc-hou-2026-09-15,mlb-kc-hou-2026-09-15,https://polymarket.us/event/mlb-kc-hou-2026-09-15,2026-09-16T00:10:00Z,0.48216288858424416,0.39749999999999996,0.4,,0.0144,0.41440000000000005,0.06776288858424412,0.45727242731330475,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,50b5db971241272c,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
824307,COL,SD,COL,False,polymarket_us,800753,aec-mlb-sd-col-2026-09-15,mlb-sd-col-2026-09-15,https://polymarket.us/event/mlb-sd-col-2026-09-15,2026-09-16T00:40:00Z,0.4850233931861677,0.36250000000000004,0.365,,0.0139065,0.3789065,0.10611689318616774,0.46011882368064405,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,cb0e4f1269c1a4e2,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
824307,COL,SD,SD,True,polymarket_us,800753,aec-mlb-sd-col-2026-09-15,mlb-sd-col-2026-09-15,https://polymarket.us/event/mlb-sd-col-2026-09-15,2026-09-16T00:40:00Z,0.5149766068138323,0.6375,0.64,,0.013823999999999998,0.653824,-0.13884739318616768,0.4899826276797218,0.01,33296.0,2026-09-15T17:33:17Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,cb0e4f1269c1a4e2,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823980,LAA,SEA,LAA,False,polymarket_us,800778,aec-mlb-sea-laa-2026-09-15,mlb-sea-laa-2026-09-15,https://polymarket.us/event/mlb-sea-laa-2026-09-15,2026-09-16T01:38:00Z,0.5338729016118734,0.38749999999999996,0.39,,0.014274,0.404274,0.12959890161187337,0.5088776303521119,0.01,33295.0,2026-09-15T17:33:18Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,61d7fea3548163bb,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
823980,LAA,SEA,SEA,True,polymarket_us,800778,aec-mlb-sea-laa-2026-09-15,mlb-sea-laa-2026-09-15,https://polymarket.us/event/mlb-sea-laa-2026-09-15,2026-09-16T01:38:00Z,0.4661270983881266,0.6125,0.615,,0.014206499999999999,0.6292065,-0.1630794016118734,0.44133360315624354,0.01,33295.0,2026-09-15T17:33:18Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,61d7fea3548163bb,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
825030,AZ,MIA,AZ,False,polymarket_us,800748,aec-mlb-mia-az-2026-09-15,mlb-mia-az-2026-09-15,https://polymarket.us/event/mlb-mia-az-2026-09-15,2026-09-16T01:40:00Z,0.5265241663846887,0.5775,0.5800000000000001,,0.014615999999999999,0.594616,-0.06809183361531135,0.5015243057961769,0.01,33295.0,2026-09-15T17:33:18Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,0fcf6e3e6f568dc3,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
825030,AZ,MIA,MIA,True,polymarket_us,800748,aec-mlb-mia-az-2026-09-15,mlb-mia-az-2026-09-15,https://polymarket.us/event/mlb-mia-az-2026-09-15,2026-09-16T01:40:00Z,0.4734758336153113,0.4225,0.425,,0.014662499999999998,0.4396625,0.0338133336153113,0.44863414070636687,0.01,33295.0,2026-09-15T17:33:18Z,True,,,,,shadow_export,game_pick_export,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Game started,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Model probability is near 0.5; edge vs market is unlikely after fees. Polymarket labeled history (0 dates) is below the structural floor (70).",game_started,0fcf6e3e6f568dc3,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
824382,CLE,CWS,CLE,False,polymarket_us,823199,aec-mlb-cws-cle-2026-09-16,mlb-cws-cle-2026-09-16,https://polymarket.us/event/mlb-cws-cle-2026-09-16,2026-09-16T17:10:00Z,0.5675,0.5675,0.5700000000000001,,0.014705999999999999,0.5847060000000001,-0.017206000000000055,0.5426089312623966,0.01,33295.0,2026-09-15T17:33:18Z,True,,,,,none,market_mid_display_only,polymarket_us_game_winner_v1_frozen_v1,6155a8a06da828f5,insufficient_data,insufficient_evidence,Pass—insufficient evidence,False,False,1.0,"No invented confidence score. Uncertainty is conveyed by validation status, sample size, quote age, and calibration reports. Registered evidence gates have not passed; treat probabilities as non-actionable. Polymarket labeled history (0 dates) is below the structural floor (70).",evidence_gate_failed_or_unavailable,7f1e267cca7ff664,us_taker_theta_0.06_2026-07-01,2026-09-16T02:48:13Z,False
